HEIGHT_M,GIRTH,AGE_CLASS,POPULAR_NAME,LATITUDE,LONGITUDE
"15-20m.","70","Immature","White poplar",56.4595610810391,-2.98098461511217
"10-15m.","30","Immature","White poplar",56.4595722892436,-2.98102302292104
"10-15m.","25-50cm","Immature","White poplar",56.4595625611156,-2.98104009880648
"10-15m.","25-50cm","Immature","White poplar",56.4595796061831,-2.98106826110571
"10-15m.","25-50cm","Immature","White poplar",56.4595716045756,-2.98110963893076
"5-10m.","15-20cm.",,"Common lime",56.4595805384363,-2.98119303765187
"10-15m.","30","Immature","White poplar",56.4596012791878,-2.98129112621608
"0-5m.","15-20cm.","Semi-mature","European crabapple",56.4668169985757,-2.95434689335774
"0-5m.","15-20cm.","Semi-mature","European crabapple",56.4668177619671,-2.95444086376664
"0-5m.","15-20cm.","Semi-mature","European crabapple",56.4668140271035,-2.95454008993434
"10-15m.","30","Immature","Sycamore",56.4630247808503,-3.00102304994731
"10-15m.","25-50cm","Immature","Sycamore",56.4630364989519,-3.00178073827222
"10-15m.","25-50cm","Immature","Sycamore",56.4630353292914,-3.00192564722126
"5-10m.","5-10cm.","Young","Plum spp",56.4629268051746,-3.00211604135582
"5-10m.","5-10cm.","Young","Plum spp",56.4630405913158,-3.00311386258178
"5-10m.","5-10cm.","Young","Plum spp",56.4629451215762,-3.0031596582494
"5-10m.","5-10cm.","Young","Plum spp",56.4629463141462,-3.00337978291672
"5-10m.","15-20cm.",,,56.463061474605,-3.00383911265728
"5-10m.","25-50cm","Semi-mature","Wych Elm",56.4587286296043,-2.97489661276675
"5-10m.","25-50cm","Semi-mature","Wych Elm",56.4586580422414,-2.97473253368007
"10-15m.","25-50cm","Immature","Wych Elm",56.4585348322688,-2.97440483743105
"5-10m.","15-20cm.",,"Mountain ash spp",56.4536630440849,-2.97672642638919
"5-10m.","15-20cm.",,"Mountain ash spp",56.4528747665361,-2.98065886559479
"5-10m.","15-20cm.",,"Mountain ash spp",56.4529008294041,-2.9807454043544
"5-10m.","15-20cm.",,"Mountain ash spp",56.4528653015557,-2.98072838867492
"5-10m.","15-20cm.",,"Mountain ash spp",56.4524846554377,-2.98269223116134
"5-10m.","15-20cm.",,"Mountain ash spp",56.4525171692717,-2.98271453731671
"5-10m.","15-20cm.",,"Mountain ash spp",56.452510716888,-2.98277877040709
"5-10m.","15-20cm.",,"Mountain ash spp",56.4524811743189,-2.98275654093035
"5-10m.","15-20cm.",,"Mountain ash spp",56.452501293218,-2.982842926739
"5-10m.","15-20cm.",,"Mountain ash spp",56.4524658081542,-2.98282054374921
"5-10m.","15-20cm.",,"Mountain ash spp",56.4524830407487,-2.98289612173283
"5-10m.","15-20cm.",,"Mountain ash spp",56.4524475131991,-2.98287910424059
"5-10m.","15-20cm.",,"Mountain ash spp",56.4522038701627,-2.98417449117214
"5-10m.","15-20cm.",,"Mountain ash spp",56.4522393124275,-2.98420224076911
"5-10m.","15-20cm.",,"Mountain ash spp",56.4522264113721,-2.98425869866873
"5-10m.","15-20cm.",,"Mountain ash spp",56.4521937833692,-2.98424212852486
"5-10m.","15-20cm.",,"Mountain ash spp",56.4522110576559,-2.98431234110021
"5-10m.","15-20cm.",,"Mountain ash spp",56.4521784589985,-2.98430076475754
"15-20m.","25-50cm",,"Sycamore",56.4621054671067,-2.99985473961506
"10-15m.","30",,"Sycamore",56.462231512592,-2.99970237975896
"15-20m.","25-50cm",,"Sycamore",56.46210977848,-2.99968844471226
"20-25m.","70","Semi-mature","Common lime",56.4621048733878,-2.99955948366413
"20-25m.","70","Semi-mature","Common lime",56.4622357373223,-2.99954681806398
"15-20m.","99","Mature","Wych Elm",56.46211702878,-2.99939777939303
"20-25m.","99","Mature","Wych Elm",56.4622195630817,-2.99921259228575
"5-10m.","5-10cm.","Young","Rowan",56.4621095842264,-2.99921507159042
"5-10m.","5-10cm.","Young","Rowan",56.4621134627409,-2.99910244531323
"15-20m.","70","Immature","Sycamore",56.4622180175267,-2.99903540696778
"10-15m.","30","Immature","Sycamore",56.4574430073048,-2.9963868806473
"10-15m.","30",,"Sycamore",56.4573428780086,-2.99629315990602
"10-15m.","30",,"Sycamore",56.4569153388125,-2.99603010700371
"10-15m.","30",,"Sycamore",56.4569203259083,-2.9957783793603
"10-15m.","30",,"Sycamore",56.4568523976411,-2.99573909091869
"5-10m.","30",,"Sycamore",56.4567468080944,-2.99595603278855
"15-20m.","70","Semi-mature","Sycamore",56.4530701072839,-2.98648151605511
"15-20m.","70","Semi-mature","Sycamore",56.4530424809024,-2.98657781303384
"10-15m.","25-50cm","Semi-mature","Sycamore",56.4530023534713,-2.98679851678083
"10-15m.","25-50cm","Semi-mature","Sycamore",56.4529899074676,-2.98691599553591
"10-15m.","25-50cm","Immature","Sycamore",56.4529695679869,-2.98706098746716
"10-15m.","70","Immature","Sycamore",56.4529412216712,-2.9873409695956
"10-15m.","70","Immature","Sycamore",56.4529401325255,-2.9874778567395
"10-15m.","70","Immature","Sycamore",56.4529317980199,-2.98756079434311
"15-20m.","25-50cm","Immature","Sycamore",56.4529195718462,-2.98765056039867
"15-20m.","70","Immature","Sycamore",56.4528906697369,-2.98773078735323
"15-20m.","70","Immature","Sycamore",56.4528498319706,-2.98786425538558
"15-20m.","70","Immature","Sycamore",56.4528260409968,-2.98796065039198
"15-20m.","70","Immature","Sycamore",56.4526899992222,-2.98817886088361
"15-20m.","70","Immature","Sycamore",56.4525969497615,-2.98829878733956
"10-15m.","25-50cm","Immature","Sycamore",56.4525121059037,-2.98835201928427
"5-10m.","15-20cm.",,"Plum spp",56.4527990138847,-2.9884634126312
"5-10m.","15-20cm.","Immature","Plum spp",56.4528496605757,-2.98836771549125
"5-10m.","30","Immature","Plum spp",56.452903978153,-2.98829290188327
"5-10m.","15-20cm.","Immature","Plum spp",56.4529392236438,-2.98820373381857
"5-10m.","30","Immature","Plum spp",56.4529007986776,-2.98855090611143
"5-10m.","30","Immature","Plum spp",56.4529922118079,-2.98863643473647
"5-10m.","30","Immature","Plum spp",56.4529856426158,-2.98849767407735
"5-10m.","30","Immature","Plum spp",56.4529522179408,-2.98835821598765
"5-10m.","15-20cm.",,"Cappadocian maple",56.4529170827012,-2.98843352783019
"5-10m.","15-20cm.",,"Rowan",56.4623000262974,-3.00427846775821
"0-5m.","15-20cm.",,"Sycamore",56.4596642621707,-3.00083674885253
"15-20m.","25-50cm","Immature","Sycamore",56.4595623261034,-3.00093653786459
"10-15m.","30","Immature","Sycamore",56.459623297516,-3.00073449733787
"10-15m.","30","Immature","Sycamore",56.4595593309011,-3.00057204301014
"10-15m.","30","Immature","Sycamore",56.4594837572712,-3.00037712973632
"10-15m.","30","Immature","Sycamore",56.4593908462452,-3.00049258553147
"10-15m.","30","Immature","Sycamore",56.4593470832568,-3.00040033120061
"10-15m.","30","Immature","Sycamore",56.4594196606451,-3.00023075031559
"10-15m.","30","Immature","Sycamore",56.4592830298354,-3.00024859438433
"10-15m.","30","Immature","Sycamore",56.4580370336523,-2.99668109654982
"5-10m.","15-20cm.",,"Sycamore",56.4579001451169,-2.99673109895467
"10-15m.","30","Immature","Sycamore",56.4578577989568,-2.99646204876483
"10-15m.","30","Immature","Sycamore",56.4577470496045,-2.99658240075263
"10-15m.","30","Immature","Sycamore",56.4577074975604,-2.99633486016644
"10-15m.","30","Immature","Sycamore",56.4576367750335,-2.99627406158843
"5-10m.","5-10cm.",,"Common lime",56.4621260300732,-3.00080077123207
"5-10m.","5-10cm.",,"Common lime",56.4622359223936,-3.00080903028429
"5-10m.","5-10cm.",,"Common lime",56.4622356732712,-3.00066123554935
"10-15m.","15-20cm.",,"Himalayan birch",56.4621289948177,-3.00062295765951
"0-5m.","30","Immature","Rowan",56.4621124220712,-3.00046684951701
"10-15m.","30",,"Himalayan birch",56.4622348914911,-3.00038954996793
"0-5m.","30","Immature","Rowan",56.462119835048,-3.00028455793653
"10-15m.","30",,"Sycamore",56.4622398953437,-3.00013741011298
"15-20m.","25-50cm",,"Sycamore",56.4621152332982,-3.00011802868721
"15-20m.","25-50cm",,"Sycamore",56.4622298697836,-2.99990632149943
"0-5m.","5-10cm.",,"Turkish Hazel",56.4684134534091,-3.00433993370253
"0-5m.","5-10cm.",,"Turkish Hazel",56.4683633334334,-3.00429029015216
"5-10m.","5-10cm.","Young","Rowan",56.468293475087,-3.00447635638696
"5-10m.","5-10cm.","Young","Turkish Hazel",56.4682779495512,-3.00419139569197
"5-10m.","5-10cm.","Young","Turkish Hazel",56.468133444993,-3.00405335885824
"0-5m.","5-10cm.","Young","Rowan",56.4680663845205,-3.00426097368034
"0-5m.","5-10cm.","Young","Rowan",56.4679984371499,-3.00421085999138
"5-10m.","15-20cm.","Young","Turkish Hazel",56.4680065505696,-3.00394263211886
"5-10m.","15-20cm.","Young","Turkish Hazel",56.4679131400366,-3.00410123130203
"5-10m.","15-20cm.","Young","Turkish Hazel",56.4678915843581,-3.00382685212258
"5-10m.","15-20cm.","Young","Turkish Hazel",56.4677832744231,-3.00399042662101
"0-5m.","5-10cm.","Young","Plum spp",56.4676770482871,-3.00389635303439
"5-10m.","15-20cm.","Young","Turkish Hazel",56.4677264109929,-3.00367216625829
"0-5m.","15-20cm.",,"Field Maple",56.4675402225394,-3.00376715517583
"0-5m.","15-20cm.",,"Field Maple",56.4675130274076,-3.00345504869539
"5-10m.","15-20cm.","Young","Turkish Hazel",56.467268194403,-3.00322847111912
"0-5m.","15-20cm.",,"Field Maple",56.4671657843147,-3.00339756901591
"0-5m.","15-20cm.",,"Field Maple",56.4671472416633,-3.00311790639857
"10-15m.","30","Immature","Sycamore",56.4669751437275,-3.00322276011512
"10-15m.","30","Immature","Sycamore",56.4668777872874,-3.00313429331409
"5-10m.","15-20cm.","Young","Turkish Hazel",56.4669123792059,-3.0028989834185
"0-5m.","15-20cm.",,"Field Maple",56.4667185554636,-3.0029797713197
"5-10m.","15-20cm.",,"Rowan",56.4667591329048,-3.00273925140524
"0-5m.","15-20cm.",,"Field Maple",56.4666619061807,-3.00263468382142
"5-10m.","30",,"Wych Elm",56.4666291150149,-3.00301499334512
"10-15m.","25-50cm","Immature","Sycamore",56.4590939212451,-2.99978274923002
"10-15m.","25-50cm","Immature","Sycamore",56.4590387339299,-2.99926683641335
"10-15m.","30","Immature","Sycamore",56.4589049834426,-2.99929547736216
"10-15m.","30","Immature","Sycamore",56.4587573267208,-2.99891216178871
"10-15m.","25-50cm","Immature","Sycamore",56.4588009701886,-2.99865071901014
"10-15m.","25-50cm","Immature","Sycamore",56.4586175225127,-2.99858695574228
"0-5m.","15-20cm.",,"Field Maple",56.4665295448252,-3.00246476712308
"0-5m.","15-20cm.",,"Field Maple",56.4664857566361,-3.00236697777772
"15-20m.","30","Immature","Sycamore",56.4664273525472,-3.00260702645171
"10-15m.","30","Immature","Sycamore",56.4663576036859,-3.00241191801679
"0-5m.","5-10cm.","Young","Rowan",56.4664452429751,-3.00223169460266
"5-10m.","15-20cm.",,"Sycamore",56.4663287582812,-3.00230378573715
"5-10m.","15-20cm.","Young","Turkish Hazel",56.4664166140819,-3.00209672483537
"0-5m.","15-20cm.",,"Field Maple",56.4664003465423,-3.00190302615085
"5-10m.","15-20cm.","Young","Turkish Hazel",56.4663871937379,-3.00169158587456
"0-5m.","15-20cm.",,"Field Maple",56.4662624454136,-3.00168293199634
"0-5m.","15-20cm.",,"Field Maple",56.4663824207107,-3.00154650767574
"0-5m.","15-20cm.",,"Field Maple",56.4662410733107,-3.00126637207337
"10-15m.","25-50cm","Immature","Sycamore",56.4662332419724,-3.00113195117658
"10-15m.","25-50cm","Immature","Sycamore",56.4662226989661,-3.00096524744553
"15-20m.","70","Semi-mature","Sycamore",56.4659556981416,-3.00036768054615
"15-20m.","70","Semi-mature","Sycamore",56.4658763400178,-3.00025822264303
"15-20m.","70","Semi-mature","Sycamore",56.4656669828088,-3.00005408232993
"5-10m.","30","Semi-mature","Sycamore",56.4650520725509,-2.99938949615544
"5-10m.","5-10cm.",,"Sycamore",56.4650272327059,-2.99915263311768
"5-10m.","30","Semi-mature","Sycamore",56.4649546700876,-2.99930641093282
"5-10m.","30","Semi-mature","Sycamore",56.4648722101435,-2.99921298187148
"5-10m.","15-20cm.",,"Plum spp",56.4648917656554,-2.99899875960499
"5-10m.","30","Semi-mature","Sycamore",56.4647806636132,-2.99914078808222
"0-5m.","5-10cm.","Young","Rowan",56.4582669669073,-3.02243101033083
"0-5m.","5-10cm.","Young","Field Maple",56.4582326034863,-3.02263405094633
"5-10m.","15-20cm.",,"Sycamore",56.4580752175635,-3.02261908590042
"5-10m.","30",,"Sycamore",56.4578472959096,-3.02239289584031
"0-5m.","5-10cm.","Young","Rowan",56.4577819291878,-3.02239113938082
"0-5m.","5-10cm.","Young","Rowan",56.4576215720055,-3.0223760957011
"0-5m.","5-10cm.","Young","Turkish Hazel",56.457364146516,-3.02259997481983
"0-5m.","5-10cm.",,"Sycamore",56.4572154089219,-3.0226174467139
"0-5m.","5-10cm.","Young","Plum spp",56.4571815227716,-3.02240184292625
"0-5m.","5-10cm.","Young","Turkish Hazel",56.4570922537045,-3.02241554617338
"0-5m.","5-10cm.","Young","Plum spp",56.4571024585466,-3.02261977836748
"0-5m.","5-10cm.","Young","Common lime",56.457025847773,-3.02242449641009
"5-10m.","15-20cm.","Young","Sycamore",56.4618835886493,-3.02003913235864
"5-10m.","30",,"Sycamore",56.4618736604997,-3.02016232984964
"5-10m.","30",,"Sycamore",56.4618513620697,-3.02034424333369
"5-10m.","15-20cm.",,"Turkish Hazel",56.4618320787155,-3.02052086950964
"5-10m.","15-20cm.",,"Turkish Hazel",56.4618129716475,-3.02067602832587
"10-15m.","25-50cm","Immature","Common lime",56.4617999833744,-3.02080987927297
"15-20m.","25-50cm","Immature","Common lime",56.4617717006011,-3.02099661291062
"5-10m.","15-20cm.",,"Turkish Hazel",56.4617614624273,-3.02115737728402
"15-20m.","25-50cm","Immature","Common lime",56.4617517981252,-3.02124837336594
"15-20m.","25-50cm","Immature","Common lime",56.4617356613639,-3.021403611253
"15-20m.","25-50cm","Immature","Common lime",56.4617075953829,-3.02156389664119
"0-5m.","5-10cm.","Young","Pear",56.4684697969038,-3.01203794287342
"0-5m.","5-10cm.","Young","Pear",56.4684771834182,-3.0118609652847
"0-5m.","5-10cm.","Young","Pear",56.4684907746056,-3.01165193918625
"10-15m.","25-50cm","Immature","Wych Elm",56.4685460537195,-3.01070311028503
"0-5m.","5-10cm.","Young","Pear",56.4685501079089,-3.01043378829916
"0-5m.","5-10cm.","Young","Common lime",56.4685764552409,-3.01011772162997
"0-5m.","5-10cm.","Young","Rowan",56.4685808241271,-3.00994603200828
"0-5m.","5-10cm.","Young","Pear",56.4685906548789,-3.0098335455716
"0-5m.","5-10cm.","Young","Pear",56.4686011404572,-3.00964054252247
"0-5m.","5-10cm.","Young","Common lime",56.4686138548429,-3.0095388703553
"0-5m.","5-10cm.","Young","Common lime",56.46863173661,-3.00916717053913
"10-15m.","25-50cm","Immature","Wych Elm",56.46865248728,-3.00880800241784
"15-20m.","70","Immature","Common lime",56.4616041331388,-3.02257939702275
"0-5m.","15-20cm.",,"Rowan",56.4686726699801,-3.00851861506349
"0-5m.","5-10cm.","Young","Common lime",56.4686971311002,-3.00806827257318
"0-5m.","15-20cm.",,"Rowan",56.4687185897364,-3.007621500864
"10-15m.","25-50cm","Immature","Wych Elm",56.468731781712,-3.00746078197439
"0-5m.","15-20cm.",,"Rowan",56.4687390310334,-3.00729990558398
"0-5m.","15-20cm.",,"Rowan",56.4687672426369,-3.00675301976096
"0-5m.","15-20cm.",,"Rowan",56.4687839705643,-3.00652259757498
"0-5m.","5-10cm.","Young","Sweet cherry",56.468820787903,-3.00601352091238
"0-5m.","15-20cm.",,"Turkish Hazel",56.4687051896411,-3.00461398437748
"5-10m.","30","Immature","Sycamore",56.4643703055599,-2.99843212716216
"5-10m.","30","Immature","Sycamore",56.4642594200529,-2.99854731949227
"10-15m.","25-50cm","Immature","Sycamore",56.4643091581291,-2.99836188074418
"10-15m.","50-100cm","Mature","Sycamore",56.463060212148,-3.00517722884258
"5-10m.","15-20cm.",,"Sycamore",56.4617839480574,-3.00478708236662
"10-15m.","30","Immature","Sycamore",56.4617854661262,-3.0045995443136
"10-15m.","30","Immature","Sycamore",56.4617205506204,-3.0045549551468
"0-5m.","15-20cm.",,"Sycamore",56.4604919300639,-3.00373736592391
"0-5m.","15-20cm.",,"Sycamore",56.4603894576233,-3.00392022822417
"10-15m.","30","Immature","Sycamore",56.4602874509905,-3.00369245159176
"0-5m.","5-10cm.","Young","Turkish Hazel",56.4602384706942,-3.00387872990328
"5-10m.","15-20cm.",,"Sycamore",56.460152616223,-3.00385502790988
"5-10m.","5-10cm.",,"Sycamore",56.4659485393333,-2.96000285018167
"5-10m.","5-10cm.",,"Sycamore",56.466030409484,-2.95989933674498
"5-10m.","5-10cm.",,"Sycamore",56.4660914132078,-2.95981232534973
"5-10m.","5-10cm.",,"Sycamore",56.4661733095284,-2.95970540596874
"5-10m.","5-10cm.",,"Sycamore",56.4662495771671,-2.95959493830816
"5-10m.","15-20cm.",,"Norway maple",56.4677262059126,-2.95856284947772
"5-10m.","15-20cm.",,"Norway maple",56.4676678709198,-2.95859225611633
"5-10m.","15-20cm.",,"Norway maple",56.4676124626126,-2.95862473864032
"5-10m.","15-20cm.",,"Norway maple",56.4675526117825,-2.95866109485569
"5-10m.","15-20cm.",,"Norway maple",56.4674927917194,-2.95869346598007
"5-10m.","15-20cm.",,"Norway maple",56.46742515877,-2.95873759730419
"5-10m.","15-20cm.",,"Norway maple",56.4673800154088,-2.95872649501554
"5-10m.","15-20cm.",,"Norway maple",56.4673810205291,-2.95845349705463
"5-10m.","15-20cm.",,"Norway maple",56.4674519314141,-2.95841343362536
"5-10m.","15-20cm.",,"Norway maple",56.4675150909771,-2.95837716048854
"5-10m.","15-20cm.",,"Norway maple",56.4675771322114,-2.95834285193519
"5-10m.","15-20cm.",,"Norway maple",56.4676248045225,-2.95831216699755
"5-10m.","15-20cm.",,"Norway maple",56.4676824340007,-2.95827774708585
"10-15m.","30","Immature","Common lime",56.4673461727794,-2.95839482570555
"5-10m.","15-20cm.",,"Common lime",56.4673783732541,-2.95836773690839
"5-10m.","15-20cm.",,"Common lime",56.4674093784882,-2.95835257518288
"5-10m.","15-20cm.",,"Common lime",56.4674393423186,-2.95832941569796
"5-10m.","15-20cm.",,"Common lime",56.4674703783136,-2.9583102689418
"5-10m.","15-20cm.",,"Common lime",56.4675025633874,-2.95828517247512
"5-10m.","15-20cm.",,"Common lime",56.4675347484561,-2.95826007596622
"5-10m.","15-20cm.",,"Common lime",56.4675712991127,-2.95824106804428
"5-10m.","15-20cm.",,"Common lime",56.4676056592787,-2.95822001201703
"0-5m.","20-25cm.","Semi-mature","Field Maple",56.4703059443792,-2.9470478169081
"10-15m.","50-100cm","Mature","Sycamore",56.4704434330851,-2.94694504324768
"10-15m.","50-100cm","Mature","Sycamore",56.4705485429908,-2.94700214248675
"5-10m.","20-25cm.","Semi-mature","Rowan",56.4704527365705,-2.94713725858804
"10-15m.","50-100cm","Mature","Sycamore",56.4706285681626,-2.94724152157696
"10-15m.","25-50cm","Mature","Sycamore",56.4706758776926,-2.94708850561057
"0-5m.","20-25cm.","Semi-mature","Rowan",56.4706151366369,-2.94705067152579
"0-5m.","5-10cm.","Young","Rowan",56.4707573476194,-2.9471385308484
"10-15m.","50-100cm","Mature","Sycamore",56.4708173905782,-2.9471737534317
"10-15m.","25-50cm","Semi-mature","Sycamore",56.4733779950856,-2.94290325249736
"15-20m.","70","Semi-mature","Sycamore",56.4734076552292,-2.94277944839273
"0-5m.","5-10cm.","Young","Field Maple",56.4735583886109,-2.94259637548812
"10-15m.","25-50cm","Immature","Sycamore",56.4735878908911,-2.94249332334312
"15-20m.","70","Semi-mature","Sycamore",56.4734798788868,-2.9423453497377
"10-15m.","25-50cm","Immature","Sycamore",56.4736160816107,-2.94233033532817
"15-20m.","70","Semi-mature","Sycamore",56.4735253768266,-2.94217241258145
"15-20m.","25-50cm","Semi-mature","Common lime",56.4736521843463,-2.95489401640745
"10-15m.","70","Semi-mature","Double horse chestnut",56.4735858252951,-2.95502122036884
"5-10m.","5-10cm.",,"Sycamore",56.4663220221207,-2.95949118542722
"5-10m.","25-50cm","Mature","Sycamore",56.4708569251081,-2.94738099303289
"0-5m.","5-10cm.","Young","Field Maple",56.4728231044914,-2.94614677321698
"10-15m.","25-50cm","Semi-mature","Sycamore",56.4729065884964,-2.94574410198923
"10-15m.","25-50cm","Semi-mature","Sycamore",56.4729417572162,-2.94565157309737
"5-10m.","15-20cm.",,"Common lime",56.4676411223756,-2.95819898373852
"5-10m.","15-20cm.",,"Common lime",56.4676809972069,-2.95817806656473
"5-10m.","15-20cm.",,"Common lime",56.4677541446315,-2.9581340728755
"5-10m.","15-20cm.",,"Norway maple",56.4677602854427,-2.95819600717964
"5-10m.","15-20cm.",,"Oak spp",56.4678045186944,-2.95838843927905
"5-10m.","15-20cm.",,"Oak spp",56.4678128498619,-2.95845242179847
"5-10m.","15-20cm.",,"Oak spp",56.4678212271545,-2.95851042682736
"0-5m.","15-20cm.",,"Oak spp",56.4678307073544,-2.95856845967891
"5-10m.","15-20cm.",,"Rowan",56.457821361004,-2.9720076673451
"5-10m.","15-20cm.",,"Rowan",56.4578776458354,-2.97203829097443
"5-10m.","15-20cm.",,"Rowan",56.4578682622076,-2.97208166022666
"5-10m.","15-20cm.",,"Rowan",56.4580352780726,-2.97138963619773
"5-10m.","15-20cm.",,"Rowan",56.4581504289781,-2.97112990262218
"5-10m.","15-20cm.",,"Rowan",56.4584862880466,-2.970100958924
"5-10m.","15-20cm.",,"Rowan",56.4584476698201,-2.97002075467657
"5-10m.","15-20cm.",,"Rowan",56.4583996563434,-2.96996115831442
"5-10m.","15-20cm.",,"Rowan",56.4584252732298,-2.96993262523165
"5-10m.","25-50cm","Semi-mature","Wych Elm",56.4579396588033,-2.97239370724704
"5-10m.","20-25cm.","Semi-mature","Wych Elm",56.457973937039,-2.97260553095966
"15-20m.","70","Mature","Wych Elm",56.4694895400485,-2.94867329221908
"10-15m.","25-50cm","Mature","Wych Elm",56.4695292694731,-2.94856603087735
"15-20m.","70","Mature","Wych Elm",56.4695601259963,-2.94845317900573
"10-15m.","25-50cm","Mature","Wych Elm",56.4696697984282,-2.94810155734903
"5-10m.","20-25cm.","Semi-mature","Plum spp",56.473512608144,-2.94899555580837
"5-10m.","20-25cm.","Semi-mature","Rowan",56.4735712266627,-2.94884134350145
"5-10m.","20-25cm.","Mature","Sycamore",56.4735782942475,-2.94904389771068
"0-5m.","20-25cm.","Semi-mature","Rowan",56.4736906569416,-2.94910378318979
"5-10m.","25-50cm","Mature","Sycamore",56.4739164691028,-2.94924433923931
"0-5m.","5-10cm.","Young","Field Maple",56.4739679169376,-2.94927675894702
"0-5m.","20-25cm.","Semi-mature","Rowan",56.4741393699753,-2.94939001353951
"0-5m.","20-25cm.","Semi-mature","Plum spp",56.4742067223124,-2.94922044954754
"10-15m.","50-100cm","Mature","Sycamore",56.4743022971603,-2.94947779721174
"0-5m.","20-25cm.","Semi-mature","Plum spp",56.4744810405097,-2.94938885312038
"10-15m.","50-100cm","Mature","Sycamore",56.4744938103701,-2.94959674399772
"10-15m.","50-100cm","Mature","Sycamore",56.474611023324,-2.9496671323562
"0-5m.","20-25cm.","Semi-mature","Rowan",56.4747640826141,-2.94955678967859
"0-5m.","20-25cm.","Semi-mature","Field Maple",56.4747312267505,-2.94972202784719
"10-15m.","50-100cm","Mature","Sycamore",56.4747997045953,-2.94978082099963
"10-15m.","50-100cm","Semi-mature","Sycamore",56.4749426809667,-2.9498622328162
"0-5m.","30","Mature","Plum spp",56.4667504543488,-2.95449822974792
"5-10m.","30","Mature","European ash",56.4693195211617,-2.95653615383156
"0-5m.","5-10cm.",,"Mountain ash spp",56.4693296708498,-2.95647163750465
"0-5m.","5-10cm.",,,56.4693357228804,-2.9564020356653
"0-5m.","5-10cm.",,,56.4693460452008,-2.95631510266849
"5-10m.","30","Mature","Plum spp",56.469357937998,-2.9562032969393
"5-10m.","30","Mature","Sycamore",56.4693821811584,-2.95609927527977
"5-10m.","30","Mature","Lawson cypress",56.4691287688784,-2.95600322134805
"5-10m.","50-100cm","Immature","Norway maple 'Crimson King'",56.4642410679759,-2.9845158729313
"5-10m.","15-20cm.","Young","Sycamore",56.4618958968878,-2.96922867577142
"5-10m.","15-20cm.","Young","Sycamore",56.4618434428941,-2.96933304934309
"10-15m.","15-20cm.",,"Sycamore",56.4619332238253,-2.96929802750621
"5-10m.","15-20cm.","Young","Sycamore",56.461870541163,-2.96938970395984
"5-10m.","25-50cm","Immature","Plum spp",56.4615337112739,-2.96891535419693
"5-10m.","25-50cm","Immature","Plum spp",56.4614887976913,-2.9689142102927
"5-10m.","25-50cm","Immature","Sweet cherry",56.4613713890479,-2.96899236095488
"10-15m.","15-20cm.",,"Sycamore",56.4606895236875,-2.96959589632953
"10-15m.","15-20cm.",,"Sycamore",56.4606615027408,-2.96965736259307
"10-15m.","15-20cm.",,"Sycamore",56.4602730192997,-2.97023392637967
"10-15m.","15-20cm.",,"Sycamore",56.4602276426939,-2.9703136027801
"5-10m.","15-20cm.",,"Sycamore",56.460278228058,-2.97057787736758
"5-10m.","15-20cm.",,"Sycamore",56.4603233131592,-2.97053550165546
"5-10m.","15-20cm.","Immature","Field Maple",56.4603832641524,-2.97063790599677
"5-10m.","15-20cm.","Immature","Field Maple",56.4604606847944,-2.97061841022564
"5-10m.","15-20cm.","Immature","Field Maple",56.4605240464931,-2.9704965681657
"5-10m.","25-50cm","Immature","Caucasian lime",56.4641032384339,-2.9849018108066
"5-10m.","15-20cm.","Immature","Silver birch",56.4667378059154,-2.95440396127697
"0-5m.","15-20cm.","Semi-mature","Rowan",56.4666674238566,-2.95447467160907
"0-5m.","15-20cm.","Semi-mature","Rowan",56.4666164788519,-2.95452976363309
"5-10m.","15-20cm.",,"Oak spp",56.4666954647583,-2.9546928046306
"5-10m.","30","Mature","Plum spp",56.4696115938159,-2.95621216573957
"0-5m.","5-10cm.","Young",,56.4695843598435,-2.95652537624931
"5-10m.","25-50cm","Mature","Kwanzan cherry",56.4593116688197,-2.97616105616438
"5-10m.","25-50cm","Mature","Kwanzan cherry",56.4593468339552,-2.97625932242302
"10-15m.","25-50cm","Mature","Fuji cherry hybrid",56.459417036346,-2.9764720795737
"10-15m.","30","Immature","Plum spp",56.4594272640921,-2.97659901347134
"0-5m.","5-10cm.","Young","Field Maple",56.4613246419926,-2.96824001965395
"5-10m.","15-20cm.","Young","Sycamore",56.4612961851842,-2.9683574401254
"5-10m.","15-20cm.","Young","Sycamore",56.4612714612319,-2.96843764661339
"10-15m.","15-20cm.",,"Sycamore",56.4615264537548,-2.96853751789316
"10-15m.","15-20cm.",,"Sycamore",56.4616029519395,-2.96843997437194
"10-15m.","15-20cm.",,"Sycamore",56.4615706163862,-2.96861326049894
"10-15m.","15-20cm.",,"Sycamore",56.4615975209038,-2.96869478202881
"0-5m.","5-10cm.","Young","Sycamore",56.4616365948488,-2.96854032199654
"10-15m.","15-20cm.",,"Sycamore",56.4616567611483,-2.96860301744316
"0-5m.","0-5cm.","Young",,56.4578940605731,-2.9759137384848
"10-15m.","15-20cm.",,"Sycamore",56.4618827603591,-2.96914750396334
"5-10m.","15-20cm.","Young","Sycamore",56.4618129026906,-2.96927630711126
"5-10m.","25-50cm","Immature","Whitebeam",56.45960472062,-2.97316649823795
"5-10m.","20-25cm.","Immature","Pillar Apple",56.4593953191422,-2.97351814373656
"5-10m.","25-50cm","Immature","Red Cappadocian maple",56.4593505328632,-2.97350077041726
